value,clean,CODI_ATC_1,NOMBRE_1,CODI_ATC_0.9,NOMBRE_0.9,CODI_ATC_0.8,NOMBRE_0.8,CODI_ATC_0.7,NOMBRE_0.7
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
DIU,DIU,,,,,,,D05BX,DIFUR
neogynona,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA,G03AA,NEOGYNONA
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
Jazmin,JAZMIN,,,,,,,B05BA,VAMIN
no recordo,NO RECORDO,,,,,,,B03XA,NEORECORMON
DIU,DIU,,,,,,,D05BX,DIFUR
Diane 35 diario,DIANE  DIARIO,,,G03HB,DIANE 35 DIARIO,G03HB,DIANE 35 DIARIO,G03HB,DIANE 35 DIARIO
anell vaginal,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
diario,DIARIO,,,,,C08CA,DARI,C08CA,DARI
pildoras,PILDORAS,,,,,,,R03BC,ILDOR
Pastilles,PASTILLES,,,,,,,,
diu,DIU,,,,,,,D05BX,DIFUR
orals,ORALS,,,,,,,A01AC,ORALSONE
diu,DIU,,,,,,,D05BX,DIFUR
profilaticos,PROFILATICOS,,,,,,,R05DA,PARLATOS
minipil,MINIPIL,,,,,,,D11AX,MINOXIDIL
diu mirena,DIU MIRENA,,,,,,,G02BA,MIRENA
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
PRESERVATIVO,PRESERVATIVO,,,,,,,G04BE,REVATIO
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
NO RECUERDO EL NOMBRE,NO RECUERDO EL NOMBRE,,,,,,,,
ANILLO VAGINAL,ANILLO VAGINAL,,,,,,,G01AF,SALONGO VAGINAL
Mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
OTRO,OTRO,,,,,J01DD,OTREON,J01DD,OTREON
topasel inyectable,TOPASEL INYECTABLE,,,,,,,J01DB,VELOCEF INYECTABLE
NO M'ENRECORDO NOM,NO MENRECORDO NOM,,,,,,,,
DIU,DIU,,,,,,,D05BX,DIFUR
esure,ESURE,,,,,C04AX,SUREM,C04AX,SUREM
novaring,NOVARING,,,,,G03AA,NUVARING,G03AA,NUVARING
TOPASEL,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL
novarring,NOVARRING,,,,,G03AA,NUVARING,G03AA,NUVARING
GINOVIN,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
pastilles anticonceptives (no recordo el nom),PASTILLES ANTICONCEPTIVES NO RECORDO EL NOM,,,,,,,,
pastilles anticonceptives,PASTILLES ANTICONCEPTIVES,,,,,,,,
ANELL VAGINAL,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
ARO VAGINAL,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
neobrugen,NEOBRUGEN,,,,,M01AE,NEOBRUFEN,M01AE,NEOBRUFEN
jasmin,JASMIN,,,,,G03AA,YASMIN,G03AA,YASMIN
jazmin,JAZMIN,,,,,,,B05BA,VAMIN
No recordo el nom,NO RECORDO EL NOM,,,,,,,,
novaring,NOVARING,,,,,G03AA,NUVARING,G03AA,NUVARING
"Anticonceptius orals, no recordo els noms",ANTICONCEPTIUS ORALS NO RECORDO ELS NOMS,,,,,,,,
NO RECORDO NOM. DURANT LA LACTANCIA,NO RECORDO NOM DURANT LA LACTANCIA,,,,,,,,
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
ARO VAGINAL,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
pastilles no recordo nom,PASTILLES NO RECORDO NOM,,,,,,,,
PASTILLES ANTICONCEPTIVES. NO RECORDO NOM,PASTILLES ANTICONCEPTIVES NO RECORDO NOM,,,,,,,,
Diu,DIU,,,,,,,D05BX,DIFUR
No recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
PASTILLAS,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
No recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
IMPLANON,IMPLANON,,,,,G03AC,IMPLANON NXT,G03AC,IMPLANON NXT
Topasel,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL,G03AA,TOPASEL
ACO Subcutani,ACO SUBCUTANI,,,,,,,,
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
progevera,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA
no ho recordo,NO HO RECORDO,,,,,,,,
PASTILLES,PASTILLES,,,,,,,,
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
Pastillas,PASTILLAS,,,,,,,R02AB,PASTILLAS KOKI
anticonceptiu oral,ANTICONCEPTIU ORAL,,,,,,,,
eugynon,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON,G03AA,EUGYNON
"Anticoceptivos orales, no s? marca",ANTICOCEPTIVOS ORALES NO S? MARCA,,,,,,,,
LOETTE,LOETTE,G03AA,LOETTE,G03AA,LOETTE,G03AA,LOETTE,G03AA,LOETTE
diu hormonal jaydess,DIU HORMONAL JAYDESS,,,,,,,,
diu,DIU,,,,,,,D05BX,DIFUR
boltin,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN
PILDORAS,PILDORAS,,,,,,,R03BC,ILDOR
DONABEL,DONABEL,G03AA,DONABEL,G03AA,DONABEL,G03AA,DONABEL,G03AA,DONABEL
lindiol,LINDIOL,,,,,G03AA,LYNDIOL,G03AA,LYNDIOL
pastilla anticonceptiva,PASTILLA ANTICONCEPTIVA,,,,,,,R02AA,PASTILLAS ANTISEPTICAS GARG
ANILLO VAGINAL,ANILLO VAGINAL,,,,,,,G01AF,SALONGO VAGINAL
MINULET,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET,G03AA,MINULET
"pildora anticonceptiva, no recordo marca",PILDORA ANTICONCEPTIVA NO RECORDO MARCA,,,,,,,,
ERA JOVENETA NO RECORDO EL NOM,ERA JOVENETA NO RECORDO EL NOM,,,,,,,,
PASTILLES,PASTILLES,,,,,,,,
anillo vaginal,ANILLO VAGINAL,,,,,,,G01AF,SALONGO VAGINAL
anillo vaginal,ANILLO VAGINAL,,,,,,,G01AF,SALONGO VAGINAL
DIU,DIU,,,,,,,D05BX,DIFUR
NO HE PRES CAP MES ANTICONCEPTIU NOM?S DIU,NO HE PRES CAP MES ANTICONCEPTIU NOM?S DIU,,,,,,,,
PILDORA,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
diu,DIU,,,,,,,D05BX,DIFUR
DECAPEPTIL,DECAPEPTIL,,,,,,,,
MIRENA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
dian-35,DIAN,,,,,C09CA,DIOVAN,C09CA,DIOVAN
Mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
no ho recordo,NO HO RECORDO,,,,,,,,
preservatiu,PRESERVATIU,,,,,,,,
ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
no recuedo,NO RECUEDO,,,,,,,,
aro vaginal,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
Pildora Aomi +-,PILDORA AOMI,,,,,,,,
MIRENA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
preservatius,PRESERVATIUS,,,,,,,,
MELODENE 15,MELODENE,G03AA,MELODENE,G03AA,MELODENE,G03AA,MELODENE,G03AA,MELODENE
tryaginon,TRYAGINON,,,,,,,G03AB,TRIAGYNON
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
DIU: MILENA,DIU MILENA,,,,,,,,
novaring,NOVARING,,,,,G03AA,NUVARING,G03AA,NUVARING
DIU,DIU,,,,,,,D05BX,DIFUR
CREMA LANZAS,CREMA LANZAS,,,,,,,D03AX,CREMA GLAAN
Claire de Bayer,CLAIRE DE BAYER,,,,,,,,
topasel inyectable,TOPASEL INYECTABLE,,,,,,,J01DB,VELOCEF INYECTABLE
ovoplex,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX
mirena,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA,G02BA,MIRENA
anticonceptiu oral,ANTICONCEPTIU ORAL,,,,,,,,
ANELL VAGINAL,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
"Anticonceptius orals, n",ANTICONCEPTIUS ORALS N,,,,,,,,
anillo hormonal,ANILLO HORMONAL,,,,,,,,
DIU,DIU,,,,,,,D05BX,DIFUR
Anillo vaginal,ANILLO VAGINAL,,,,,,,G01AF,SALONGO VAGINAL
boltin,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN
no recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
Triquilar,TRIQUILAR,,,,,,,,
cerazet/azalia,CERAZETAZALIA,,,,,,,G03AC,CERAZET
Ginovin,GINOVIN,,,,,G03AA,GYNOVIN,G03AA,GYNOVIN
pastilles,PASTILLES,,,,,,,,
pildora,PILDORA,,,,,R03BC,ILDOR,R03BC,ILDOR
EUGINON,EUGINON,,,,,G03AA,EUGYNON,G03AA,EUGYNON
ARO VAGINAL,ARO VAGINAL,,,,,G01AX,MACMIROR VAGINAL,G01AX,MACMIROR VAGINAL
Anell vaginal,ANELL VAGINAL,,,,,,,G01AX,BETADINE VAGINAL
boltin,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN
pastilles no recordo nom,PASTILLES NO RECORDO NOM,,,,,,,,
NO RECUERDO NOMBRE,NO RECUERDO NOMBRE,,,,,,,,
utrogestan,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
"synarel, elisa",SYNAREL ELISA,,,,,,,H01CA,SYNAREL
No recordo el nom,NO RECORDO EL NOM,,,,,,,,
diu,DIU,,,,,,,D05BX,DIFUR
diu hormonal,DIU HORMONAL,,,,,,,G03CA,DERMI HORMON
NUVELLE,NUVELLE,G03FB,NUVELLE,G03FB,NUVELLE,G03FB,NUVELLE,G03FB,NUVELLE
NEOFERTINORM,NEOFERTINORM,,,G03GA,NEO FERTINORM,G03GA,NEO FERTINORM,G03GA,NEO FERTINORM
inyectables para inseminaci?n,INYECTABLES PARA INSEMINACI?N,,,,,,,,
Duofemme,DUOFEMME,G03FB,DUOFEMME,G03FB,DUOFEMME,G03FB,DUOFEMME,G03FB,DUOFEMME
decapeptyl mensual,DECAPEPTYL MENSUAL,L02AE,DECAPEPTYL MENSUAL,L02AE,DECAPEPTYL MENSUAL,L02AE,DECAPEPTYL MENSUAL,L02AE,DECAPEPTYL MENSUAL
?cid f?lic no recordo el n?m,?CID F?LIC NO RECORDO EL N?M,,,,,,,,
primolut,PRIMOLUT,,,,,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR
dostinex,DOSTINEX,G02CB,DOSTINEX,G02CB,DOSTINEX,G02CB,DOSTINEX,G02CB,DOSTINEX
Progesterona,PROGESTERONA,,,,,,,G03DA,PROGEVERA
astrogens naturals,ASTROGENS NATURALS,,,,,,,,
no recuerdo,NO RECUERDO,,,,,,,M03AC,NORCURON
utrogestan,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
Eviana,EVIANA,G03FA,EVIANA,G03FA,EVIANA,G03FA,EVIANA,G03FA,EVIANA
ffosamax,FFOSAMAX,,,M05BA,FOSAMAX,M05BA,FOSAMAX,M05BA,FOSAMAX
"MINIESTRA, UTROGESTAN",MINIESTRA UTROGESTAN,,,,,,,,
OPTRUMA,OPTRUMA,G03XC,OPTRUMA,G03XC,OPTRUMA,G03XC,OPTRUMA,G03XC,OPTRUMA
TRATAMIENTO FIV,TRATAMIENTO FIV,,,,,,,,
alene,ALENE,G03GB,ALENE,G03GB,ALENE,G03GB,ALENE,G03GB,ALENE
PRIMUR,PRIMUR,,,,,,,J04AM,RIMCURE
PARA LOS SOFOCOS,PARA LOS SOFOCOS,,,,,,,,
UTROGESTAN,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
PRIMOLUD NOR,PRIMOLUD NOR,,,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR
FIV,FIV,,,,,,,B03AC,FERIV
progeffik,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK
donaci? ovols,DONACI? OVOLS,,,,,,,,
TRACTAMENT HORMONAL SUSTITUTORI,TRACTAMENT HORMONAL SUSTITUTORI,,,,,,,,
premarin,PREMARIN,G03CA,PREMARIN,G03CA,PREMARIN,G03CA,PREMARIN,G03CA,PREMARIN
SYNAREL,SYNAREL,H01CA,SYNAREL,H01CA,SYNAREL,H01CA,SYNAREL,H01CA,SYNAREL
isoflavona de soja,ISOFLAVONA DE SOJA,,,G02CX,ISOFLAVONAS DE SOJA,G02CX,ISOFLAVONAS DE SOJA,G02CX,ISOFLAVONAS DE SOJA
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
progesterona,PROGESTERONA,,,,,,,G03DA,PROGEVERA
progevera,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA
utrogestan,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
no recuerdo el nombre,NO RECUERDO EL NOMBRE,,,,,,,,
vialis,VIALIS,,,,,G04BE,CIALIS,G04BE,CIALIS
proginova parches,PROGINOVA PARCHES,,,,,,,,
diu progesterona,DIU PROGESTERONA,,,,,,,,
Decapeptyl,DECAPEPTYL,,,,,,,L02AE,DECAPEPTYL DIARIO
NO ME ACUERDO,NO ME ACUERDO,,,,,,,,
PROGEFFIK,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK
LIFELIN,LIFELIN,,,,,,,N01AH,LIMIFEN
no me acuerdo,NO ME ACUERDO,,,,,,,,
NO RECUERDO,NO RECUERDO,,,,,,,M03AC,NORCURON
Injeccions,INJECCIONS,,,,,,,,
parche,PARCHE,,,,,,,,
"no recuerdo el nombre, creo que es de Isdin",NO RECUERDO EL NOMBRE CREO QUE ES DE ISDIN,,,,,,,,
"provitel, menopur",PROVITEL MENOPUR,,,,,,,,
MEDICACI? PER TRACTAMENT DE FERTILITAT,MEDICACI? PER TRACTAMENT DE FERTILITAT,,,,,,,,
invitro,INVITRO,,,,,,,B01AA,SINTROM
"""genox""",GENOX,,,,,L01AA,GENOXAL,L01AA,GENOXAL
inyecciones,INYECCIONES,,,,,,,N01BA,NEOCONES
injeccions per estimulaci? ov?rica,INJECCIONS PER ESTIMULACI? OV?RICA,,,,,,,,
Per estimulaci? ov?rica,PER ESTIMULACI? OV?RICA,,,,,,,,
Ovoplex,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX,G03AA,OVOPLEX
No s? el nom. Alomva?,NO S? EL NOM ALOMVA,,,,,,,,
utrogestan 200mg,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
SALBIA,SALBIA,,,,,,,R03AC,SALBUAIR
PROGEVERA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA
FECUNDACION ARTIFICIAL,FECUNDACION ARTIFICIAL,,,,,,,,
?vulos vaginales - estr?genos,?VULOS VAGINALES  ESTR?GENOS,,,,,,,,
Tractament FIV,TRACTAMENT FIV,,,,,,,,
EVOPAD 50,EVOPAD,G03CA,EVOPAD,G03CA,EVOPAD,G03CA,EVOPAD,G03CA,EVOPAD
Tractament per una Fecundaci? in vitro,TRACTAMENT PER UNA FECUNDACI? IN VITRO,,,,,,,,
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
progefic,PROGEFIC,,,,,G03DA,PROGEFFIK,G03DA,PROGEFFIK
NO RECORDO,NO RECORDO,,,,,,,B03XA,NEORECORMON
isoflavones de soja,ISOFLAVONES DE SOJA,,,G02CX,ISOFLAVONAS DE SOJA,G02CX,ISOFLAVONAS DE SOJA,G02CX,ISOFLAVONAS DE SOJA
Diu hormonal,DIU HORMONAL,,,,,,,G03CA,DERMI HORMON
No lo recuerdo,NO LO RECUERDO,,,,,,,,
parlodel,PARLODEL,G02CB,PARLODEL,G02CB,PARLODEL,G02CB,PARLODEL,G02CB,PARLODEL
progeffik,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK
primolut,PRIMOLUT,,,,,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR
primolut nor,PRIMOLUT NOR,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR,G03DC,PRIMOLUT NOR
progesterona,PROGESTERONA,,,,,,,G03DA,PROGEVERA
SYNAREL,SYNAREL,H01CA,SYNAREL,H01CA,SYNAREL,H01CA,SYNAREL,H01CA,SYNAREL
Angelic,ANGELIC,,,,,G03FA,ANGELIQ,G03FA,ANGELIQ
No lo recuerdo,NO LO RECUERDO,,,,,,,,
em van fer FIV,EM VAN FER FIV,,,,,,,,
AMCHAFIBRIN,AMCHAFIBRIN,B02AA,AMCHAFIBRIN,B02AA,AMCHAFIBRIN,B02AA,AMCHAFIBRIN,B02AA,AMCHAFIBRIN
decapeptyl inyectable,DECAPEPTYL INYECTABLE,,,,,,,L02AE,DECAPEPTYL MENSUAL
INDUCTOR OVULACION,INDUCTOR OVULACION,,,,,,,,
Fiv1,FIV,,,,,,,B03AC,FERIV
Fiv estandar (6 IAC y 2 FiV),FIV ESTANDAR  IAC Y  FIV,,,,,,,,
boltin,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN,G03DC,BOLTIN
progeffik,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK
"No ho recordo, era tractaments de FI i IA",NO HO RECORDO ERA TRACTAMENTS DE FI I IA,,,,,,,,
pomada vaginal amb estrogens,POMADA VAGINAL AMB ESTROGENS,,,,,,,,
"PUREGON, OVITRELLE, OFIDAL",PUREGON OVITRELLE OFIDAL,,,,,,,,
tratamiento reproduccion asistida,TRATAMIENTO REPRODUCCION ASISTIDA,,,,,,,,
no recordo el nom,NO RECORDO EL NOM,,,,,,,,
DECAPEPTYL TRIMESTRAL,DECAPEPTYL TRIMESTRAL,L02AE,DECAPEPTYL TRIMESTRAL,L02AE,DECAPEPTYL TRIMESTRAL,L02AE,DECAPEPTYL TRIMESTRAL,L02AE,DECAPEPTYL TRIMESTRAL
decapeptyl,DECAPEPTYL,,,,,,,L02AE,DECAPEPTYL DIARIO
No recordo el nom(veure nota),NO RECORDO EL NOMVEURE NOTA,,,,,,,,
evopad 50,EVOPAD,G03CA,EVOPAD,G03CA,EVOPAD,G03CA,EVOPAD,G03CA,EVOPAD
orgametril,ORGAMETRIL,G03DC,ORGAMETRIL,G03DC,ORGAMETRIL,G03DC,ORGAMETRIL,G03DC,ORGAMETRIL
decapeptyl,DECAPEPTYL,,,,,,,L02AE,DECAPEPTYL DIARIO
eutirox,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX,H03AA,EUTIROX
CETROTIDE,CETROTIDE,H01CC,CETROTIDE,H01CC,CETROTIDE,H01CC,CETROTIDE,H01CC,CETROTIDE
progesterona,PROGESTERONA,,,,,,,G03DA,PROGEVERA
utrogestan,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
es un diu,ES UN DIU,,,,,,,,
clovagon,CLOVAGON,,,,,,,,
DECAPEPTYL,DECAPEPTYL,,,,,,,L02AE,DECAPEPTYL DIARIO
VOLTIN,VOLTIN,,,,,G03DC,BOLTIN,G03DC,BOLTIN
"FiV2, FiV3, FiV4",FIV FIV FIV,,,,,,,,
tratamiento reproduccion asistida,TRATAMIENTO REPRODUCCION ASISTIDA,,,,,,,,
progevera,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA,G03DA,PROGEVERA
Progefik 200,PROGEFIK,,,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK
verical o vencal,VERICAL O VENCAL,,,,,,,,
Progresit,PROGRESIT,,,,,,,D11AX,PROGESTOSOL
orgalutran,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN
utrogestan,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
orgalutran,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN
SERELYS,SERELYS,,,,,,,,
tamoxifeno,TAMOXIFENO,L02BA,TAMOXIFENO,L02BA,TAMOXIFENO,L02BA,TAMOXIFENO,L02BA,TAMOXIFENO
progeffik,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK
progesterona,PROGESTERONA,,,,,,,G03DA,PROGEVERA
biofosfonats,BIOFOSFONATS,,,,,,,A13AA,BIOFONS
testopatch,TESTOPATCH,G03BA,TESTOPATCH,G03BA,TESTOPATCH,G03BA,TESTOPATCH,G03BA,TESTOPATCH
progefik,PROGEFIK,,,G03DA,PROGEFFIK,G03DA,PROGEFFIK,G03DA,PROGEFFIK
Utrogestan,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN,G03DA,UTROGESTAN
PROCLIN,PROCLIN,,,,,L02AE,PROCRIN,L02AE,PROCRIN
Progesterona,PROGESTERONA,,,,,,,G03DA,PROGEVERA
gomal,GOMAL,,,,,,,A06AD,OMESAL
Cetrotide,CETROTIDE,H01CC,CETROTIDE,H01CC,CETROTIDE,H01CC,CETROTIDE,H01CC,CETROTIDE
PROCLIN,PROCLIN,,,,,L02AE,PROCRIN,L02AE,PROCRIN
orgalutran,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN,H01CC,ORGALUTRAN
Pronitol,PRONITOL,G04CX,PRONITOL,G04CX,PRONITOL,G04CX,PRONITOL,G04CX,PRONITOL
tirosilina ?,TIROSILINA,,,,,,,H03AA,TIROXINA
ERA A BASE DE SEMILLAS,ERA A BASE DE SEMILLAS,,,,,,,,
antibiotic,ANTIBIOTIC,,,,,J01AA,VARIBIOTIC,J01AA,VARIBIOTIC
Tramosilina,TRAMOSILINA,,,,,,,J01BA,TRAMINA
tamsasolina,TAMSASOLINA,,,,,,,R01AA,NASOLINA
TAMUSOILINA,TAMUSOILINA,,,,,,,R01AA,NASOLINA
antibiotico,ANTIBIOTICO,,,,,,,J01AA,VARIBIOTIC
CARDURAM NEO,CARDURAM NEO,,,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO
CIPROXACINO,CIPROXACINO,,,,,J01MA,CIPROFLOXACINO,J01MA,CIPROFLOXACINO
Antibiotic & Ibopruf?,ANTIBIOTIC  IBOPRUF?,,,,,,,,
ESPASMOORGIN,ESPASMOORGIN,,,,,,,G04CX,SPASMO URGENIN
Tansuloxina,TANSULOXINA,,,,,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA
ANTIBI?TICO,ANTIBI?TICO,,,,,,,,
Carduran,CARDURAN,C02CA,CARDURAN,C02CA,CARDURAN,C02CA,CARDURAN,C02CA,CARDURAN
homeopatia???,HOMEOPATIA,,,,,,,,
no me acuerdo,NO ME ACUERDO,,,,,,,,
tansolucina,TANSOLUCINA,,,,,,,J01GB,TASUMICINA
medicaci?n natural preventiva pr?stata,MEDICACI?N NATURAL PREVENTIVA PR?STATA,,,,,,,,
Tebetane,TEBETANE,,,,,,,L01BA,BERTANEL
ANTIIFLAMATORI,ANTIIFLAMATORI,,,,,,,M02AA,DOCTOFRIL ANTIINFLAMATORIO
Ciprofloxacino,CIPROFLOXACINO,J01MA,CIPROFLOXACINO,J01MA,CIPROFLOXACINO,J01MA,CIPROFLOXACINO,J01MA,CIPROFLOXACINO
OVNIM,OVNIM,,,,,,,,
prosta,PROSTA,,,,,G04CX,PROSTAMAL,G04CX,PROSTAMAL
senro14,SENRO,J01MA,SENRO,J01MA,SENRO,J01MA,SENRO,J01MA,SENRO
Inred,INRED,,,,,G04CA,INREQ,G04CA,INREQ
ciprofoxacino,CIPROFOXACINO,,,J01MA,CIPROFLOXACINO,J01MA,CIPROFLOXACINO,J01MA,CIPROFLOXACINO
antibiotic,ANTIBIOTIC,,,,,J01AA,VARIBIOTIC,J01AA,VARIBIOTIC
antibiotics espec?fics,ANTIBIOTICS ESPEC?FICS,,,,,,,,
antibiotic per la infecci? de pr?stata,ANTIBIOTIC PER LA INFECCI? DE PR?STATA,,,,,,,,
COTRIMOXAZOL (SEPTRIN),COTRIMOXAZOL SEPTRIN,,,,,,,,
Thuja,THUJA,,,,,,,,
tamsulosina,TAMSULOSINA,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA,G04CA,TAMSULOSINA
Carduran Neo 4 mg,CARDURAN NEO,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO
No recordo el nom,NO RECORDO EL NOM,,,,,,,,
PRONITOL,PRONITOL,G04CX,PRONITOL,G04CX,PRONITOL,G04CX,PRONITOL,G04CX,PRONITOL
INFUSIONES NATURALES,INFUSIONES NATURALES,,,,,,,,
PERMIXON,PERMIXON,G04CX,PERMIXON,G04CX,PERMIXON,G04CX,PERMIXON,G04CX,PERMIXON
tebetane,TEBETANE,,,,,,,L01BA,BERTANEL
no m'enrecordo,NO MENRECORDO,,,,,,,,
carduran neo 8 mg,CARDURAN NEO,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO,C02CA,CARDURAN NEO
no lo s?,NO LO S?,,,,,,,,
CARDURAN,CARDURAN,C02CA,CARDURAN,C02CA,CARDURAN,C02CA,CARDURAN,C02CA,CARDURAN
tansolomida,TANSOLOMIDA,,,,,,,C05AD,ANUSOL POMADA
TEBETANE,TEBETANE,,,,,,,L01BA,BERTANEL
antibiotic,ANTIBIOTIC,,,,,J01AA,VARIBIOTIC,J01AA,VARIBIOTIC
